NID,CCN,REPORTDATETIME,SHIFT,OFFENSE,METHOD,LASTMODIFIEDDATE,BLOCKSITEADDRESS,NARRATIVE,LATITUDE,LONGITUDE,CITY,STATE,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
740315,9130108,9/11/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:40 AM,300 B/O DOUGLAS ST NE,NO NARRATIVE IS AVAILABLE.,38.9234381545463,-77.0013016724531,WASHINGTON,DC,5,5C,5C09,FIFTH,501,21,NONE,NONE,NONE,NONE
740316,9130118,9/11/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:40 AM,1500 B/O P ST NW,NO NARRATIVE IS AVAILABLE.,38.9096433940893,-77.0355400995662,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,NONE
740318,9130065,9/11/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:40 AM,800 B/O 26TH ST NE,NO NARRATIVE IS AVAILABLE.,38.9022729386894,-76.9702263399702,WASHINGTON,DC,5,5B,5B12,FIFTH,504,23,NONE,NONE,NONE,NONE
740319,9130134,9/11/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:40 AM,2700 B/O GEORGIA AVE NW,NO NARRATIVE IS AVAILABLE.,38.9253529822331,-77.0227070822537,WASHINGTON,DC,1,1B,1B09,THIRD,304,2,NONE,NONE,NONE,NONE
740320,9130126,9/11/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:40 AM,4200 B/O 4TH ST SE,NO NARRATIVE IS AVAILABLE.,38.8273069170158,-77.0006034623543,WASHINGTON,DC,8,8D,8D02,SEVENTH,706,39,NONE,NONE,NONE,NONE
740324,9130103,9/11/2009 12:00:00 AM,UNK,ROBBERY,ASSAULT W/INTENT,9/15/2009 7:03:40 AM,2400 B/O 4TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9222044431743,-77.0183240022935,WASHINGTON,DC,1,1B,1B10,THIRD,305,3,NONE,NONE,NONE,NONE
740326,9130124,9/11/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:40 AM,3000 B/O NAYLOR RD SE,NO NARRATIVE IS AVAILABLE.,38.8537269646414,-76.9646901454354,WASHINGTON,DC,8,8B,8B02,SEVENTH,702,36,NONE,NONE,NONE,NONE
740333,9130087,9/11/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:40 AM,2800 B/O HARTFORD ST SE,NO NARRATIVE IS AVAILABLE.,38.854255393946,-76.9665067151076,WASHINGTON,DC,8,8B,8B02,SEVENTH,702,36,NONE,NONE,NONE,NONE
740338,9130112,9/11/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:40 AM,3900 B/O CHESAPEAKE ST NW,NO NARRATIVE IS AVAILABLE.,38.9507209850749,-77.0777956930447,WASHINGTON,DC,3,3F,3F06,SECOND,202,11,NONE,NONE,NONE,NONE
740340,9130115,9/11/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:40 AM,3900 B/O 14TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9392097988053,-77.032729237894,WASHINGTON,DC,4,4C,4C04,FOURTH,404,18,NONE,NONE,NONE,NONE
740352,9130150,9/11/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:40 AM,1600 B/O L ST NW,NO NARRATIVE IS AVAILABLE.,38.9037392090816,-77.0375237138642,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
740361,9130157,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:40 AM,1100 B/O MONROE ST NW,NO NARRATIVE IS AVAILABLE.,38.9325774123022,-77.0291028847083,WASHINGTON,DC,1,1A,1A06,THIRD,302,2,NONE,NONE,NONE,NONE
740362,9130153,9/11/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:40 AM,UNIT B/O MASSACHUSETTS AVE NE,NO NARRATIVE IS AVAILABLE.,38.8972254445223,-77.0083898924349,WASHINGTON,DC,6,6C,6C05,FIRST,101,25,NONE,NONE,NONE,CAPITOL HILL BID
740363,9130096,9/11/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:40 AM,UNIT B/O I ST SE,NO NARRATIVE IS AVAILABLE.,38.879284499629,-77.0066682038952,WASHINGTON,DC,6,6D,6D07,FIRST,105,27,NONE,NONE,NONE,CAPITOL RIVERFRONT BID
740372,9130170,9/11/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:40 AM,1300 B/O PARK RD NW,NO NARRATIVE IS AVAILABLE.,38.9308389103477,-77.0311142103618,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
740375,9130166,9/11/2009 12:00:00 AM,UNK,ROBBERY,ATTEMPT,9/15/2009 7:03:40 AM,4300 B/O WISCONSIN AVE NW,NO NARRATIVE IS AVAILABLE.,38.945138951784,-77.0781266543027,WASHINGTON,DC,3,3F,3F06,SECOND,202,11,NONE,NONE,NONE,NONE
740377,9139114,9/11/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:40 AM,1200 B/O NEAL ST NE,NO NARRATIVE IS AVAILABLE.,38.9039671037414,-76.9875279632446,WASHINGTON,DC,5,5B,5B08,FIFTH,504,23,NONE,NONE,NONE,NONE
740379,9130154,9/11/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:40 AM,1800 B/O 12TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9148333838515,-77.0280798710095,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
740382,9130179,9/11/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:40 AM,700 B/O RHODE ISLAND AVE NE,NO NARRATIVE IS AVAILABLE.,38.9216040197251,-76.9950667450402,WASHINGTON,DC,5,5C,5C08,FIFTH,501,21,NONE,NONE,NONE,NONE
740390,9130189,9/11/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:40 AM,200 B/O 14TH ST SE,NO NARRATIVE IS AVAILABLE.,38.8864715497259,-76.9854760785688,WASHINGTON,DC,6,6B,6B08,FIRST,107,26,NONE,NONE,NONE,NONE
740394,9130216,9/11/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:41 AM,1300 B/O MORRIS RD SE,NO NARRATIVE IS AVAILABLE.,38.8616308373066,-76.9894598945684,WASHINGTON,DC,8,8A,8A03,SEVENTH,701,28,NONE,NONE,NONE,NONE
740402,9130221,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:41 AM,900 B/O 12TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9019249883911,-77.0280787525812,WASHINGTON,DC,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
740408,9130206,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:41 AM,4100 B/O MARTIN LUTHER KING JR AVE SW,NO NARRATIVE IS AVAILABLE.,38.8291282568311,-77.0124726412532,WASHINGTON,DC,8,8D,8D07,SEVENTH,706,39,NONE,NONE,NONE,NONE
740419,9130245,9/11/2009 12:00:00 AM,UNK,ADW,GUN,9/15/2009 7:03:41 AM,1300 B/O E ST NE,NO NARRATIVE IS AVAILABLE.,38.8961186445013,-76.9869090082514,WASHINGTON,DC,6,6A,6A05,FIRST,103,25,NONE,NONE,NONE,NONE
740427,9130190,9/11/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:41 AM,3100 B/O 16TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9298082476135,-77.0364681060187,WASHINGTON,DC,1,1D,1D06,THIRD,301,2,NONE,NONE,NONE,NONE
740430,9130280,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:41 AM,900 B/O NEW YORK AVE NW,NO NARRATIVE IS AVAILABLE.,38.9017749597979,-77.0251632129404,WASHINGTON,DC,2,2F,2F06,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
740432,9130265,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:41 AM,1700 B/O KALORAMA RD NW,NO NARRATIVE IS AVAILABLE.,38.9207298014107,-77.0399268188829,WASHINGTON,DC,1,1C,1C08,THIRD,303,1,NONE,NONE,NONE,NONE
740436,9130275,9/11/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:41 AM,2400 B/O CALVERT ST NW,NO NARRATIVE IS AVAILABLE.,38.9233793609981,-77.0543386569579,WASHINGTON,DC,3,3C,3C02,SECOND,204,15,NONE,NONE,NONE,NONE
740439,9130283,9/11/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:41 AM,1200 B/O NEW YORK AVE NE,NO NARRATIVE IS AVAILABLE.,38.9151283320241,-76.986548069153,WASHINGTON,DC,5,5B,5B05,FIFTH,504,23,NONE,NONE,NONE,NONE
740441,9130278,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:41 AM,2100 B/O 8TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9189263974888,-77.0229506516882,WASHINGTON,DC,1,1B,1B11,THIRD,305,3,NONE,NONE,NONE,NONE
740452,9130303,9/11/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:41 AM,1900 B/O 23RD ST SE,NO NARRATIVE IS AVAILABLE.,38.8665779626218,-76.9733028378747,WASHINGTON,DC,7,7B,7B03,SIXTH,607,34,NONE,NONE,NONE,NONE
740454,9130289,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:41 AM,1900 B/O CONNECTICUT AVE NW,NO NARRATIVE IS AVAILABLE.,38.9163841097932,-77.0465190189637,WASHINGTON,DC,1,1C,1C01,THIRD,303,1,NONE,NONE,NONE,NONE
740459,9130323,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:41 AM,1500 B/O U ST NW,NO NARRATIVE IS AVAILABLE.,38.9170016658099,-77.0355124167133,WASHINGTON,DC,1,1B,1B05,THIRD,305,6,NONE,NONE,NONE,NONE
740477,9130364,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:41 AM,3500 B/O COMMODORE JOSHUA BARNEY DR NE,NO NARRATIVE IS AVAILABLE.,38.9271198585961,-76.9563111358226,WASHINGTON,DC,5,5A,5A12,FIFTH,503,24,NONE,NONE,NONE,NONE
740485,9130348,9/11/2009 12:00:00 AM,UNK,ROBBERY,PBS,9/15/2009 7:03:41 AM,5500 B/O B ST SE,NO NARRATIVE IS AVAILABLE.,38.8853662919069,-76.9206458139653,WASHINGTON,DC,7,7E,7E06,SIXTH,604,33,NONE,NONE,NONE,NONE
740487,9130366,9/11/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:33 AM,UNIT B/O NEW YORK AVE NW,NO NARRATIVE IS AVAILABLE.,38.9067353846478,-77.0106103977219,WASHINGTON,DC,5,5C,5C02,FIFTH,501,21,NONE,NONE,NONE,NONE
740500,9130331,9/11/2009 12:00:00 AM,UNK,ADW,KNIFE,9/15/2009 7:03:35 AM,3000 B/O STANTON RD SE,NO NARRATIVE IS AVAILABLE.,38.8539141417729,-76.9844642687264,WASHINGTON,DC,8,8B,8B04,SEVENTH,704,38,NONE,NONE,NONE,NONE
740503,9130368,9/11/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:35 AM,500 B/O BUCHANAN ST NW,NO NARRATIVE IS AVAILABLE.,38.9463100192843,-77.0203183011451,WASHINGTON,DC,4,4C,4C09,FOURTH,404,18,NONE,NONE,NONE,NONE
740506,9130376,9/11/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:35 AM,600 B/O P ST NW,NO NARRATIVE IS AVAILABLE.,38.9096707100504,-77.0209426488138,WASHINGTON,DC,2,2C,2C02,THIRD,308,7,NONE,NONE,NONE,NONE
740512,9130338,9/11/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:35 AM,2100 B/O MARTIN LUTHER KING JR AVE SE,NO NARRATIVE IS AVAILABLE.,38.8651584931863,-76.989645174956,WASHINGTON,DC,8,8A,8A03,SEVENTH,701,28,NONE,NONE,NONE,NONE
740518,9130357,9/11/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:35 AM,800 B/O CHANNING PL NE,NO NARRATIVE IS AVAILABLE.,38.922745346832,-76.9944577833565,WASHINGTON,DC,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
740519,9130387,9/11/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:35 AM,400 B/O 54TH ST SE,NO NARRATIVE IS AVAILABLE.,38.8820494586861,-76.9244214442491,WASHINGTON,DC,7,7E,7E06,SIXTH,604,33,NONE,NONE,NONE,NONE
740521,9130397,9/9/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:35 AM,3000 B/O M ST NW,NO NARRATIVE IS AVAILABLE.,38.9051972790545,-77.0606729807953,WASHINGTON,DC,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
740525,9130382,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:35 AM,2300 B/O SOUTHERN AVE SE,NO NARRATIVE IS AVAILABLE.,38.8451597767289,-76.9705980434458,WASHINGTON,DC,8,8B,8B06,SEVENTH,704,38,NONE,NONE,NONE,NONE
740526,9130403,9/11/2009 12:00:00 AM,UNK,ROBBERY,GUN,9/15/2009 7:03:35 AM,1800 B/O BENNING RD NE,NO NARRATIVE IS AVAILABLE.,38.8989948614031,-76.9769900510734,WASHINGTON,DC,5,5B,5B11,FIFTH,504,23,NONE,NONE,NONE,NONE
740539,9130294,9/11/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:36 AM,UNIT B/O ANACOSTIA RD SE,NO NARRATIVE IS AVAILABLE.,38.8891300802111,-76.9518551533216,WASHINGTON,DC,7,7A,7A05,SIXTH,603,32,NONE,NONE,NONE,NONE
740543,9130395,9/11/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:36 AM,3000 B/O M ST NW,NO NARRATIVE IS AVAILABLE.,38.9051972790545,-77.0606729807953,WASHINGTON,DC,2,2E,2E06,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
740544,9130415,9/11/2009 12:00:00 AM,UNK,ROBBERY,PBS,9/15/2009 7:03:36 AM,7TH ST NW & I ST NW,NO NARRATIVE IS AVAILABLE.,38.9008704553551,-77.0219109814485,WASHINGTON,DC,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
740546,9130429,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:36 AM,1000 B/O H ST NW,NO NARRATIVE IS AVAILABLE.,38.8998173983393,-77.0265140555169,WASHINGTON,DC,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
740549,9130426,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:36 AM,900 B/O 15TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9019283823001,-77.0346281697568,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,DOWNTOWN BID
740551,9130308,9/11/2009 12:00:00 AM,UNK,THEFT,SHOPLIFTING,9/15/2009 7:03:37 AM,3200 B/O M ST NW,NO NARRATIVE IS AVAILABLE.,38.9051435321707,-77.0642650916126,WASHINGTON,DC,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
740558,9130423,9/11/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:37 AM,6TH ST SE & SOUTHERN AVE SE,NO NARRATIVE IS AVAILABLE.,38.8228314175412,-76.9992778481181,WASHINGTON,DC,8,8D,8D02,SEVENTH,706,39,NONE,NONE,NONE,NONE
740562,9130444,9/11/2009 12:00:00 AM,UNK,ADW,GUN,9/15/2009 7:03:37 AM,900 B/O VALLEY AVE SE,NO NARRATIVE IS AVAILABLE.,38.6980907025003,-76.9924347091355,WASHINGTON,DC,8,8E,8E04,SEVENTH,706,39,NONE,NONE,NONE,NONE
740567,9130457,9/12/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:37 AM,800 B/O H R DR SE,NO NARRATIVE IS AVAILABLE.,38.829790207996,-76.9919954240184,WASHINGTON,DC,8,8E,8E07,SEVENTH,706,39,NONE,NONE,NONE,NONE
740568,9130452,9/12/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:37 AM,5200 B/O EAST CAPITOL ST,NO NARRATIVE IS AVAILABLE.,38.889786093261,-76.9265989698681,WASHINGTON,DC,7,7C,7C02,SIXTH,602,33,NONE,NONE,NONE,NONE
740573,9130469,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:37 AM,4400 B/O G ST SE,NO NARRATIVE IS AVAILABLE.,38.880215821059,-76.9378745017664,WASHINGTON,DC,7,7A,7A01,SIXTH,604,33,NONE,NONE,NONE,NONE
740577,9130453,9/11/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:37 AM,2600 B/O MARTIN LUTHER KING JR AVE SE,NO NARRATIVE IS AVAILABLE.,38.8555078004376,-76.9960978348984,WASHINGTON,DC,8,8C,8C02,SEVENTH,703,37,NONE,NONE,NONE,NONE
740582,9130477,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:37 AM,2700 B/O TILDEN ST NW,NO NARRATIVE IS AVAILABLE.,38.9409427884444,-77.0563262992912,WASHINGTON,DC,3,3F,3F07,SECOND,203,12,NONE,NONE,NONE,NONE
740589,9130443,9/11/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:37 AM,600 B/O E ST NW,NO NARRATIVE IS AVAILABLE.,38.8961311596106,-77.020911368117,WASHINGTON,DC,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
740593,9130497,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:37 AM,1300 B/O FORT STEVENS DR NW,NO NARRATIVE IS AVAILABLE.,38.9643423706848,-77.0316019196207,WASHINGTON,DC,4,4A,4A05,FOURTH,402,17,NONE,NONE,NONE,NONE
740610,9130493,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:37 AM,2100 B/O O ST NW,NO NARRATIVE IS AVAILABLE.,38.9085698775498,-77.0477173223525,WASHINGTON,DC,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,NONE
740613,9130503,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:37 AM,UNIT B/O M ST NW,NO NARRATIVE IS AVAILABLE.,38.905647990083,-77.0096653536965,WASHINGTON,DC,6,6C,6C02,FIRST,101,8,NONE,NONE,NONE,NONE
740615,9130535,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:37 AM,200 B/O RHODE ISLAND AVE NE,NO NARRATIVE IS AVAILABLE.,38.9189871711346,-77.0028297717256,WASHINGTON,DC,5,5C,5C06,FIFTH,501,21,NONE,NONE,NONE,NONE
740624,9130528,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:37 AM,900 B/O 17TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9018983264712,-77.0385524567556,WASHINGTON,DC,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
740626,9130523,9/12/2009 12:00:00 AM,UNK,ROBBERY,PBS,9/15/2009 7:03:37 AM,1700 B/O 18TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9137242615815,-77.0416604581122,WASHINGTON,DC,2,2B,2B03,SECOND,208,6,NONE,NONE,NONE,NONE
740643,9130501,9/12/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:37 AM,4TH ST NE & ADAMS ST NE,NO NARRATIVE IS AVAILABLE.,38.9202283712022,-77.0005705767804,WASHINGTON,DC,5,5C,5C06,FIFTH,501,21,NONE,NONE,NONE,NONE
740651,9130559,9/12/2009 12:00:00 AM,UNK,ROBBERY,GUN,9/15/2009 7:03:37 AM,UNIT B/O FLORIDA AVE NE,NO NARRATIVE IS AVAILABLE.,38.9100525101224,-77.0073133633281,WASHINGTON,DC,5,5C,5C02,FIFTH,501,21,NONE,NONE,NONE,NOMA BID
740657,9130550,9/12/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:37 AM,HIATT PL NW & PARK RD NW,NO NARRATIVE IS AVAILABLE.,38.9310416174565,-77.0348720500604,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
740663,9130583,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:37 AM,600 B/O PENNSYLVANIA AVE SE,NO NARRATIVE IS AVAILABLE.,38.8851166607907,-76.9973271697421,WASHINGTON,DC,6,6B,6B02,FIRST,106,26,NONE,NONE,NONE,CAPITOL HILL BID
740671,9130593,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:37 AM,1700 B/O N ST NW,NO NARRATIVE IS AVAILABLE.,38.9072419007349,-77.0400912004109,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,NONE
740676,9130530,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:37 AM,900 B/O WESTMINSTER ST NW,NO NARRATIVE IS AVAILABLE.,38.9148307102436,-77.024976699768,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
740678,9130596,9/12/2009 12:00:00 AM,UNK,ADW,GUN,9/15/2009 7:03:37 AM,1300 B/O MORRIS RD SE,NO NARRATIVE IS AVAILABLE.,38.8616308373066,-76.9894598945684,WASHINGTON,DC,8,8A,8A03,SEVENTH,701,28,NONE,NONE,NONE,NONE
740682,9130580,9/12/2009 12:00:00 AM,UNK,ROBBERY,GUN,9/15/2009 7:03:37 AM,14TH ST NE & E ST NE,NO NARRATIVE IS AVAILABLE.,38.8961149259865,-76.9855084670603,WASHINGTON,DC,6,6A,6A05,FIRST,103,25,NONE,NONE,NONE,NONE
740683,9130585,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:37 AM,1800 B/O 7TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9148304794453,-77.0219182105749,WASHINGTON,DC,1,1B,1B01,THIRD,305,3,NONE,NONE,NONE,NONE
740689,9130597,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:37 AM,800 B/O RHODE ISLAND AVE NW,NO NARRATIVE IS AVAILABLE.,38.9117862961182,-77.023434924249,WASHINGTON,DC,2,2C,2C01,THIRD,308,7,NONE,NONE,NONE,NONE
740690,9130610,9/12/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:37 AM,1300 B/O SPRING RD NW,NO NARRATIVE IS AVAILABLE.,38.9365808540707,-77.0309206362996,WASHINGTON,DC,1,1A,1A07,THIRD,302,2,NONE,NONE,NONE,NONE
740691,9130586,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:37 AM,5000 B/O HUNT ST NE,NO NARRATIVE IS AVAILABLE.,38.9010496807045,-76.9291553233825,WASHINGTON,DC,7,7C,7C01,SIXTH,602,31,NONE,NONE,NONE,NONE
740700,9130595,9/12/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:37 AM,3000 B/O MOUNT PLEASANT ST NW,NO NARRATIVE IS AVAILABLE.,38.9283003986768,-77.0371776813573,WASHINGTON,DC,1,1D,1D06,THIRD,301,2,NONE,NONE,NONE,NONE
740704,9130626,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:37 AM,FAIRVIEW AVE NE & GALLAUDET ST NE,NO NARRATIVE IS AVAILABLE.,38.9128492320253,-76.9881765625082,WASHINGTON,DC,5,5B,5B05,FIFTH,504,23,NONE,NONE,NONE,NONE
740705,9130621,9/12/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:37 AM,14TH ST NW & R ST NW,NO NARRATIVE IS AVAILABLE.,38.9126062883358,-77.0319525753228,WASHINGTON,DC,2,2F,2F01,THIRD,307,7,NONE,NONE,NONE,NONE
740706,9130607,9/12/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:37 AM,1400 B/O U ST NW,NO NARRATIVE IS AVAILABLE.,38.9169972666979,-77.0332415397911,WASHINGTON,DC,2,2B,2B09,SECOND,208,3,NONE,NONE,NONE,NONE
740716,9130589,9/12/2009 12:00:00 AM,UNK,ADW,GUN,9/15/2009 7:03:37 AM,1400 B/O SMITH PL SE,NO NARRATIVE IS AVAILABLE.,38.84505398129,-76.9838628724527,WASHINGTON,DC,8,8E,8E02,SEVENTH,705,38,NONE,NONE,NONE,NONE
740723,9130633,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:37 AM,2800 B/O PENNSYLVANIA AVE SE,NO NARRATIVE IS AVAILABLE.,38.8719768791943,-76.966955887342,WASHINGTON,DC,7,7A,7A07,SIXTH,605,34,NONE,NONE,NONE,NONE
740728,9130603,9/12/2009 12:00:00 AM,UNK,ADW,OTHER,9/15/2009 7:03:37 AM,UNIT B/O PATTERSON ST NE,NO NARRATIVE IS AVAILABLE.,38.9064383479541,-77.007535506969,WASHINGTON,DC,6,6C,6C04,FIRST,101,25,NONE,NONE,NONE,NOMA BID
740733,9130644,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:37 AM,5500 B/O B ST SE,NO NARRATIVE IS AVAILABLE.,38.8853662919069,-76.9206458139653,WASHINGTON,DC,7,7E,7E06,SIXTH,604,33,NONE,NONE,NONE,NONE
740734,9129943,9/11/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:37 AM,2200 B/O ADAMS PL NE,NO NARRATIVE IS AVAILABLE.,38.9195712516501,-76.9739546290666,WASHINGTON,DC,5,5B,5B09,FIFTH,505,22,NONE,NONE,NONE,NONE
740737,9130656,9/12/2009 12:00:00 AM,UNK,THEFT,BICYCLE,9/15/2009 7:03:37 AM,800 B/O 5TH ST NW,NO NARRATIVE IS AVAILABLE.,38.900336572749,-77.0189286615726,WASHINGTON,DC,6,6C,6C09,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
740742,9130666,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:37 AM,3400 B/O BANGOR ST SE,NO NARRATIVE IS AVAILABLE.,38.8604779007537,-76.9569527184265,WASHINGTON,DC,7,7B,7B05,SIXTH,606,35,NONE,NONE,NONE,NONE
